ANO;TITULO;AUTORES
2008;Uma Abordagem Evolucionária Para A Formação De Mapas Topológicos Auto-Organizáveis;Guilherme De Alencar Barreto
2008;Uma Abordagem Evolucionária Para A Formação De Mapas Topológicos Auto-Organizáveis;André Luís Vasconcelos Coelho
2009;A Bio-Inspired Crime Simulation Model;Joao Jose Vasco Peixoto Furtado
2009;A Bio-Inspired Crime Simulation Model;Adriano Melo
2009;A Bio-Inspired Crime Simulation Model;André L V Coelho
2009;A Bio-Inspired Crime Simulation Model;Ronaldo Menezes
2009;A Bio-Inspired Crime Simulation Model;Ricardo Perrone
2009;A Bio-Inspired Crime Simulation Model;Vasco Furtado
2009;A Bio-Inspired Crime Simulation Model;Adriano Melo
2009;A Bio-Inspired Crime Simulation Model;André Luís Vasconcelos Coelho
2009;A Bio-Inspired Crime Simulation Model;Ronaldo Menezes
2009;A Bio-Inspired Crime Simulation Model;Ricardo Perrone
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Marilia Mendes
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Ana Lisse Carvalho
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Elizabeth Furtado
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Plácido Rogerio Pinheiro
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Marilia Mendes
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Ana Lisse Carvalho
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Maria Elizabeth Sucupira Furtado
2009;A Co-Evolutionary Interaction Design Of Digital Tv Applications Based On Verbal Decision Analysis Of User Experiences;Placido Pinheiro
2009;A Framework For Community-Oriented Interactive Digital Television;Oscar Mayora
2009;A Framework For Community-Oriented Interactive Digital Television;Dennis Gabos
2009;A Framework For Community-Oriented Interactive Digital Television;Maria Elizabeth Sucupira Furtado
2009;A Framework For Community-Oriented Interactive Digital Television;R Cavaliere
2009;A Framework For Community-Oriented Interactive Digital Television;A C Pascalicchio
2009;A Framework For Community-Oriented Interactive Digital Television;R Filev Maia
2009;A Novel Approach Based On Staff Scheduling Optimization In Information Technology Projects;Amaury Teófico Brasil Filho
2009;A Novel Approach Based On Staff Scheduling Optimization In Information Technology Projects;Ana Sofia Cysneiros Marçal
2009;A Novel Approach Based On Staff Scheduling Optimization In Information Technology Projects;Gabriela Campos Cost
2009;A Novel Approach Based On Staff Scheduling Optimization In Information Technology Projects;Plácido Rogerio Pinheiro
2009;A Novel Approach Based On Staff Scheduling Optimization In Information Technology Projects;Rebecca F Pinheiro
2009;A Novel Model For Multilayer Gsm Network Design;Alvaro De Meneses Sobreira Neto
2009;A Novel Model For Multilayer Gsm Network Design;Plácido Rogerio Pinheiro
2009;A Novel Model For Multilayer Gsm Network Design;Alexei Barbosa De Aguiar
2009;A Novel Model For Optimized Gsm Network Design;Alexei Barbosa De Aguiar
2009;A Novel Model For Optimized Gsm Network Design;Plácido Rogerio Pinheiro
2009;A Novel Model For Optimized Gsm Network Design;Alvaro De Meneses Sobreira Neto
2009;A Novel Model For Optimized Gsm Network Design;Ruddy P P Cunha
2009;A Novel Model For Optimized Gsm Network Design;Rebecca F Pinheiro
2009;A Novel Multicriteria Model Applied To Cashew Chestnut Industrialization Process;Isabelle Tamanini
2009;A Novel Multicriteria Model Applied To Cashew Chestnut Industrialization Process;Ana Lisse Carvalho
2009;A Novel Multicriteria Model Applied To Cashew Chestnut Industrialization Process;Ana Karolina Araújo De Castro
2009;A Novel Multicriteria Model Applied To Cashew Chestnut Industrialization Process;Plácido Rogerio Pinheiro
2009;An Approach For The Neuropsychological Diagnosis Of Alzheimer'S Disease: A Hybrid Model In Decision Making;Ana Karoline Araújo De Castro
2009;An Approach For The Neuropsychological Diagnosis Of Alzheimer'S Disease: A Hybrid Model In Decision Making;Plácido Rogerio Pinheiro
2009;An Approach For The Neuropsychological Diagnosis Of Alzheimer'S Disease: A Hybrid Model In Decision Making;Mirian Caliope Dantas Pinheiro
2009;An Evaluation Of The Performance Impact Of Generic Group Communication Apis;Leandro Sales H Pinto
2009;An Evaluation Of The Performance Impact Of Generic Group Communication Apis;Henrique Teófilo
2009;An Evaluation Of The Performance Impact Of Generic Group Communication Apis;Nabor Das Chagas Mendonça
2009;An Evaluation Of The Performance Impact Of Generic Group Communication Apis;"""Jonathan D'Orleans"""
2009;An Evaluation Of The Performance Impact Of Generic Group Communication Apis;Rafael Garcia Barbosa
2009;An Evaluation Of The Performance Impact Of Generic Group Communication Apis;Fernando Trinta
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;Alexei Barbosa De Aguiar
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;Alvaro De Meneses Sobreira Neto
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;Plácido Rogerio Pinheiro
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;Andre Luiz Vasconcelos Coelho
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;Alexei Barbosa De Aguiar
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;Álvaro Neto
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;Plácido Rogério Pinheiro
2009;Applicability Of A Novel Integer Programming Model For Wireless Sensor Networks;André Luís Vasconcelos Coelho
2009;Applied Neuroimaging To The Diagnosis Of Alzheimer's Disease: A Multicriteria Model;Isabelle Tamanini
2009;Applied Neuroimaging To The Diagnosis Of Alzheimer's Disease: A Multicriteria Model;Ana Karolina Araújo De Castro
2009;Applied Neuroimaging To The Diagnosis Of Alzheimer's Disease: A Multicriteria Model;Plácido Rogerio Pinheiro
2009;Applied Neuroimaging To The Diagnosis Of Alzheimer's Disease: A Multicriteria Model;Mirian Caliope Dantas Pinheiro
2009;Automatic Eeg Signal Classification For Epilepsy Diagnosis With Relevance Vector Machines;Clodoaldo Ap Moraes De Lima
2009;Automatic Eeg Signal Classification For Epilepsy Diagnosis With Relevance Vector Machines;André Luís Vasconcelos Coelho
2009;Automatic Eeg Signal Classification For Epilepsy Diagnosis With Relevance Vector Machines;Sandro Chagas
2009;Cloud Computing And Reservoir Project;S Beco
2009;Cloud Computing And Reservoir Project;Y Wolfsthal
2009;Cloud Computing And Reservoir Project;M B Yehuda
2009;Cloud Computing And Reservoir Project;J Caceres
2009;Cloud Computing And Reservoir Project;J Hierro
2009;Cloud Computing And Reservoir Project;W Emmerich
2009;Cloud Computing And Reservoir Project;A Galis
2009;Cloud Computing And Reservoir Project;L Edblom
2009;Cloud Computing And Reservoir Project;E Elmroth
2009;Cloud Computing And Reservoir Project;D Henriksson
2009;Cloud Computing And Reservoir Project;F Hernandez
2009;Cloud Computing And Reservoir Project;A Maraschini
2009;Cloud Computing And Reservoir Project;J Tordsson
2009;Cloud Computing And Reservoir Project;A Hohl
2009;Cloud Computing And Reservoir Project;E Levy
2009;Cloud Computing And Reservoir Project;Americo Tadeu Falcone Sampaio
2009;Cloud Computing And Reservoir Project;F Pacini
2009;Cloud Computing And Reservoir Project;O Biran
2009;Cloud Computing And Reservoir Project;D Breitgand
2009;Cloud Computing And Reservoir Project;K Meth
2009;Cloud Computing And Reservoir Project;B Rochwerger
2009;Cloud Computing And Reservoir Project;E Salant
2009;Cloud Computing And Reservoir Project;S Tal
2009;Comparison Of Two Mcda Classification Methods Over The Diagnosis Of Alzheimer'S Disease;Amaury Teófico Brasil Filho
2009;Comparison Of Two Mcda Classification Methods Over The Diagnosis Of Alzheimer'S Disease;Plácido Rogerio Pinheiro
2009;Comparison Of Two Mcda Classification Methods Over The Diagnosis Of Alzheimer'S Disease;Andre Luiz Vasconcelos Coelho
2009;Comparison Of Two Mcda Classification Methods Over The Diagnosis Of Alzheimer'S Disease;Nathanael C Costa
2009;Effect Of Nonmetallic Inclusion And Banding On The Success Of The Two-Layer Temper Bead Welding Technique;Victor Hugo Costa De Albuquerque
2009;Effect Of Nonmetallic Inclusion And Banding On The Success Of The Two-Layer Temper Bead Welding Technique;Cleiton Carvalho Silva
2009;Effect Of Nonmetallic Inclusion And Banding On The Success Of The Two-Layer Temper Bead Welding Technique;Cícero Roberto De Oliveira Moura
2009;Effect Of Nonmetallic Inclusion And Banding On The Success Of The Two-Layer Temper Bead Welding Technique;W M Aguiar
2009;Effect Of Nonmetallic Inclusion And Banding On The Success Of The Two-Layer Temper Bead Welding Technique;Jesualdo Pereira Farias
2009;Evaluation Of Aisi 4140 Steel Repair Without Post-Weld Heat Treatment;Cleiton Carvalho Silva
2009;Evaluation Of Aisi 4140 Steel Repair Without Post-Weld Heat Treatment;Victor Hugo Costa De Albuquerque
2009;Evaluation Of Aisi 4140 Steel Repair Without Post-Weld Heat Treatment;Cícero Roberto De Oliveira Moura
2009;Evaluation Of Aisi 4140 Steel Repair Without Post-Weld Heat Treatment;W M Aguiar
2009;Evaluation Of Aisi 4140 Steel Repair Without Post-Weld Heat Treatment;Jesualdo Pereira Farias
2009;Evaluation Of Multilayer Perceptron And Self-Organizing Map Neural Network Topologies Applied On Microstructure Segmentation From Metallographic Images;Victor Hugo Costa De Albuquerque
2009;Evaluation Of Multilayer Perceptron And Self-Organizing Map Neural Network Topologies Applied On Microstructure Segmentation From Metallographic Images;A R Alexandria
2009;Evaluation Of Multilayer Perceptron And Self-Organizing Map Neural Network Topologies Applied On Microstructure Segmentation From Metallographic Images;Paulo César Cortez
2009;Evaluation Of Multilayer Perceptron And Self-Organizing Map Neural Network Topologies Applied On Microstructure Segmentation From Metallographic Images;J M R S Tavares
2009;Modelação Matemática Em Regime Permanente De Um Refrigerador Doméstico;Carlos Almir Monteiro De Holanda
2009;Modelação Matemática Em Regime Permanente De Um Refrigerador Doméstico;João Batista Furlan Duarte
2009;Pattern Classification With Mixtures Of Weighted Least-Squares Support Vector Machine Experts;Clodoaldo A M Lima
2009;Pattern Classification With Mixtures Of Weighted Least-Squares Support Vector Machine Experts;André Luís Vasconcelos Coelho
2009;Pattern Classification With Mixtures Of Weighted Least-Squares Support Vector Machine Experts;Fernando Von Zuben
2009;Phase Transformations Evaluation On An Uns S31803 Duplex Stainless Steel Based On Nondestructive Testing;E M Silva
2009;Phase Transformations Evaluation On An Uns S31803 Duplex Stainless Steel Based On Nondestructive Testing;Victor Hugo Costa De Albuquerque
2009;Phase Transformations Evaluation On An Uns S31803 Duplex Stainless Steel Based On Nondestructive Testing;J P Leite
2009;Phase Transformations Evaluation On An Uns S31803 Duplex Stainless Steel Based On Nondestructive Testing;A C G Varela
2009;Phase Transformations Evaluation On An Uns S31803 Duplex Stainless Steel Based On Nondestructive Testing;Elineudo Pinho De Moura
2009;Phase Transformations Evaluation On An Uns S31803 Duplex Stainless Steel Based On Nondestructive Testing;J M R S Tavares
2009;Prospecting The Appropriation Of Digital Tv In A Brazilian Project;Maria Elizabeth Sucupira Furtado
2009;Prospecting The Appropriation Of Digital Tv In A Brazilian Project;Thais Kampf
2009;Prospecting The Appropriation Of Digital Tv In A Brazilian Project;Lara Piccolo
2009;Prospecting The Appropriation Of Digital Tv In A Brazilian Project;Maria Cecília Calani Baranauskas
2009;Sistema Compacto De Geração Elétrica;João Batista Furlan Duarte
2009;Sistema Compacto De Geração Elétrica;Carlos Almir Monteiro De Holanda
2009;Sistema Compacto De Geração Elétrica;Rubéria Caminha Marques
2009;Sistema Compacto De Geração Elétrica;Lutero Carmo De Lima
2009;Towards The Early Diagnosis Of Alzheimer's Disease Via A Multicriteria Classification Model;Amaury Teófico Brasil Filho
2009;Towards The Early Diagnosis Of Alzheimer's Disease Via A Multicriteria Classification Model;Plácido Rogerio Pinheiro
2009;Towards The Early Diagnosis Of Alzheimer's Disease Via A Multicriteria Classification Model;Andre Coelho
2009;Towards The Early Diagnosis Of Alzheimer's Disease: A Multicriteria Model Structured On Neuroimaging;Isabele Tamanini
2009;Towards The Early Diagnosis Of Alzheimer's Disease: A Multicriteria Model Structured On Neuroimaging;Ana Karoline Araújo De Castro
2009;Towards The Early Diagnosis Of Alzheimer's Disease: A Multicriteria Model Structured On Neuroimaging;Plácido Rogerio Pinheiro
2009;Towards The Early Diagnosis Of Alzheimer's Disease: A Multicriteria Model Structured On Neuroimaging;Mirian Caliope Dantas Pinheiro
2009;Towards The Neuropsychological Diagnosis Of Alzheimer's Disease: A Hybrid Model In Decision Making;Ana Karoline Araújo De Castro
2009;Towards The Neuropsychological Diagnosis Of Alzheimer's Disease: A Hybrid Model In Decision Making;Plácido Rogerio Pinheiro
2009;Towards The Neuropsychological Diagnosis Of Alzheimer's Disease: A Hybrid Model In Decision Making;Mirian Caliope Dantas Pinheiro
2009;Towards The Selection Of Testable Use Cases And A Real Experience;Andreia Rodrigues
